Record_ID_Number,ProjectName,SampleNumber,Taxon,Count
17719,Barataria Bay Fall 2006,BBF-2006-090,Ctenogobius boleosoma,2
17717,Barataria Bay Fall 2006,BBF-2006-090,Leiostomus xanthurus,2
17720,Barataria Bay Fall 2006,BBF-2006-091,Citharichthys spilopterus,1
17721,Barataria Bay Fall 2006,BBF-2006-091,Gobiosoma bosc,1
17733,Barataria Bay Fall 2006,BBF-2006-092,Anchoa mitchilli,11
17724,Barataria Bay Fall 2006,BBF-2006-092,Ctenogobius boleosoma,11
17725,Barataria Bay Fall 2006,BBF-2006-092,Gobiosoma bosc,17
17728,Barataria Bay Fall 2006,BBF-2006-092,Myrophis punctatus,1
17722,Barataria Bay Fall 2006,BBF-2006-092,Prionotus tribulus,1
17730,Barataria Bay Fall 2006,BBF-2006-092,Symphurus plagiusa,1
17735,Barataria Bay Fall 2006,BBF-2006-093,Anchoa mitchilli,2
17734,Barataria Bay Fall 2006,BBF-2006-093,Ctenogobius boleosoma,2
17736,Barataria Bay Fall 2006,BBF-2006-094,Ctenogobius boleosoma,6
17737,Barataria Bay Fall 2006,BBF-2006-094,Gobiosoma bosc,2
17738,Barataria Bay Fall 2006,BBF-2006-094,Microgobius thalassinus,1
17739,Barataria Bay Fall 2006,BBF-2006-095,Ariopsis felis,1
17742,Barataria Bay Fall 2006,BBF-2006-096,Anchoa mitchilli,6
17741,Barataria Bay Fall 2006,BBF-2006-096,Ctenogobius boleosoma,5
17740,Barataria Bay Fall 2006,BBF-2006-096,Myrophis punctatus,2
17745,Barataria Bay Fall 2006,BBF-2006-097,Anchoa mitchilli,7
17743,Barataria Bay Fall 2006,BBF-2006-097,Ariopsis felis,1
17744,Barataria Bay Fall 2006,BBF-2006-097,Ctenogobius boleosoma,3
17748,Barataria Bay Fall 2006,BBF-2006-098,Anchoa spp.,2
17752,Barataria Bay Fall 2006,BBF-2006-098,Citharichthys spilopterus,2
17747,Barataria Bay Fall 2006,BBF-2006-098,Ctenogobius boleosoma,1
17749,Barataria Bay Fall 2006,BBF-2006-098,Gobiidae,3
17746,Barataria Bay Fall 2006,BBF-2006-098,Microgobius gulosus,1
17750,Barataria Bay Fall 2006,BBF-2006-098,Sciaenidae,1
17751,Barataria Bay Fall 2006,BBF-2006-098,Symphurus plagiusa,3
17757,Barataria Bay Fall 2006,BBF-2006-099,Anchoa mitchilli,5
17754,Barataria Bay Fall 2006,BBF-2006-099,Citharichthys spilopterus,1
17755,Barataria Bay Fall 2006,BBF-2006-099,Ctenogobius boleosoma,2
17756,Barataria Bay Fall 2006,BBF-2006-099,Menidia beryllina,1
17753,Barataria Bay Fall 2006,BBF-2006-099,Sphoeroides parvus,1
17759,Barataria Bay Fall 2006,BBF-2006-100,Anchoa mitchilli,2
17760,Barataria Bay Fall 2006,BBF-2006-100,Cynoscion nebulosus,1
17761,Barataria Bay Fall 2006,BBF-2006-100,Gobiosoma sp.,2
17758,Barataria Bay Fall 2006,BBF-2006-100,Myrophis punctatus,1
17762,Barataria Bay Fall 2006,BBF-2006-101,Ctenogobius boleosoma,1
17763,Barataria Bay Fall 2006,BBF-2006-102,Cynoscion nebulosus,1
17764,Barataria Bay Fall 2006,BBF-2006-102,Myrophis punctatus,1
17766,Barataria Bay Fall 2006,BBF-2006-103,Ctenogobius boleosoma,12
17765,Barataria Bay Fall 2006,BBF-2006-103,Myrophis punctatus,1
17297,Barataria Bay Spring 2006,BBS-2006-001,Lagodon rhomboides,2
17300,Barataria Bay Spring 2006,BBS-2006-002,Brevoortia patronus,26
17301,Barataria Bay Spring 2006,BBS-2006-002,Cynoscion nebulosus,1
17298,Barataria Bay Spring 2006,BBS-2006-002,Lagodon rhomboides,3
17299,Barataria Bay Spring 2006,BBS-2006-002,Myrophis punctatus,2
17309,Barataria Bay Spring 2006,BBS-2006-003,Anchoa hepsetus,6
17302,Barataria Bay Spring 2006,BBS-2006-003,Archosargus probatocephalus,1
17306,Barataria Bay Spring 2006,BBS-2006-003,Bairdiella chrysoura,1
17310,Barataria Bay Spring 2006,BBS-2006-003,Brevoortia patronus,18
17304,Barataria Bay Spring 2006,BBS-2006-003,Citharichthys spilopterus,1
17308,Barataria Bay Spring 2006,BBS-2006-003,Elops saurus,1
17307,Barataria Bay Spring 2006,BBS-2006-003,Menidia beryllina,3
17305,Barataria Bay Spring 2006,BBS-2006-003,Sparidae,1
17303,Barataria Bay Spring 2006,BBS-2006-003,Syngnathus scovelli,1
17315,Barataria Bay Spring 2006,BBS-2006-004,Bairdiella chrysoura,33
17316,Barataria Bay Spring 2006,BBS-2006-004,Gobiidae,1
17311,Barataria Bay Spring 2006,BBS-2006-004,Lagodon rhomboides,4
17314,Barataria Bay Spring 2006,BBS-2006-004,Menidia beryllina,3
17312,Barataria Bay Spring 2006,BBS-2006-004,Myrophis punctatus,1
17313,Barataria Bay Spring 2006,BBS-2006-004,Syngnathus scovelli,1
17317,Barataria Bay Spring 2006,BBS-2006-005,Lagodon rhomboides,1
17321,Barataria Bay Spring 2006,BBS-2006-006,Bairdiella chrysoura,1
17322,Barataria Bay Spring 2006,BBS-2006-006,Brevoortia patronus,2
17324,Barataria Bay Spring 2006,BBS-2006-006,Ctenogobius boleosoma,2
17323,Barataria Bay Spring 2006,BBS-2006-006,Gobiosoma bosc,1
17319,Barataria Bay Spring 2006,BBS-2006-006,Lagodon rhomboides,1
17318,Barataria Bay Spring 2006,BBS-2006-006,Leiostomus xanthurus,2
17320,Barataria Bay Spring 2006,BBS-2006-006,Lucania parva,1
17325,Barataria Bay Spring 2006,BBS-2006-007,No species collected,0
17326,Barataria Bay Spring 2006,BBS-2006-008,No species collected,0
17327,Barataria Bay Spring 2006,BBS-2006-009,Ctenogobius boleosoma,1
17328,Barataria Bay Spring 2006,BBS-2006-010,Menidia beryllina,1
17329,Barataria Bay Spring 2006,BBS-2006-011,Anchoa spp.,1
17330,Barataria Bay Spring 2006,BBS-2006-012,Engraulidae,1
17332,Barataria Bay Spring 2006,BBS-2006-013,Archosargus probatocephalus,1
17331,Barataria Bay Spring 2006,BBS-2006-013,Lagodon rhomboides,1
17333,Barataria Bay Spring 2006,BBS-2006-013,Myrophis punctatus,1
17334,Barataria Bay Spring 2006,BBS-2006-013,Syngnathus scovelli,1
17335,Barataria Bay Spring 2006,BBS-2006-014,No species collected,0
17336,Barataria Bay Spring 2006,BBS-2006-015,Anchoa hepsetus,3
17338,Barataria Bay Spring 2006,BBS-2006-016,Gobiidae,1
17337,Barataria Bay Spring 2006,BBS-2006-016,Myrophis punctatus,1
17339,Barataria Bay Spring 2006,BBS-2006-017,Bothidae,1
17340,Barataria Bay Spring 2006,BBS-2006-018,Myrophis punctatus,3
17342,Barataria Bay Spring 2006,BBS-2006-019,Anchoa mitchilli,18
17341,Barataria Bay Spring 2006,BBS-2006-019,Myrophis punctatus,1
17343,Barataria Bay Spring 2006,BBS-2006-020,Menidia beryllina,4
17347,Barataria Bay Spring 2006,BBS-2006-021,Bairdiella chrysoura,1
17346,Barataria Bay Spring 2006,BBS-2006-021,Cynoscion nebulosus,1
17344,Barataria Bay Spring 2006,BBS-2006-021,Lagodon rhomboides,1
17345,Barataria Bay Spring 2006,BBS-2006-021,Myrophis punctatus,1
17349,Barataria Bay Spring 2006,BBS-2006-022,Fundulus grandis,1
17348,Barataria Bay Spring 2006,BBS-2006-022,Lagodon rhomboides,3
17350,Barataria Bay Spring 2006,BBS-2006-023,No species collected,0
17351,Barataria Bay Spring 2006,BBS-2006-024,No species collected,0
17352,Barataria Bay Spring 2006,BBS-2006-025,No species collected,0
17353,Barataria Bay Spring 2006,BBS-2006-026,Citharichthys spilopterus,1
17357,Barataria Bay Spring 2006,BBS-2006-027,Brevoortia spp.,1
17355,Barataria Bay Spring 2006,BBS-2006-027,Fundulus grandis,2
17354,Barataria Bay Spring 2006,BBS-2006-027,Lagodon rhomboides,1
17356,Barataria Bay Spring 2006,BBS-2006-027,Menidia beryllina,1
17359,Barataria Bay Spring 2006,BBS-2006-028,Brevoortia patronus,21
17358,Barataria Bay Spring 2006,BBS-2006-028,Menidia beryllina,1
17360,Barataria Bay Spring 2006,BBS-2006-029,Adinia xenica,1
17365,Barataria Bay Spring 2006,BBS-2006-029,Bairdiella chrysoura,1
17366,Barataria Bay Spring 2006,BBS-2006-029,Cynoscion nebulosus,1
17361,Barataria Bay Spring 2006,BBS-2006-029,Cyprinodon variegatus,1
17364,Barataria Bay Spring 2006,BBS-2006-029,Dormitator maculatus,1
17362,Barataria Bay Spring 2006,BBS-2006-029,Fundulus grandis,2
17363,Barataria Bay Spring 2006,BBS-2006-029,Fundulus sp.,1
17367,Barataria Bay Spring 2006,BBS-2006-030,Tetraodontidae,1
17368,Barataria Bay Spring 2006,BBS-2006-031,Bothidae,1
17369,Barataria Bay Spring 2006,BBS-2006-031,Cynoscion nebulosus,1
17370,Barataria Bay Spring 2006,BBS-2006-032,No species collected,0
17372,Barataria Bay Spring 2006,BBS-2006-033,Ctenogobius boleosoma,1
17373,Barataria Bay Spring 2006,BBS-2006-033,Gobiosoma bosc,1
17371,Barataria Bay Spring 2006,BBS-2006-033,Myrophis punctatus,1
17374,Barataria Bay Spring 2006,BBS-2006-034,Gobiosoma bosc,1
17379,Barataria Bay Spring 2006,BBS-2006-035,Anchoa mitchilli,8
17377,Barataria Bay Spring 2006,BBS-2006-035,Ctenogobius boleosoma,2
17376,Barataria Bay Spring 2006,BBS-2006-035,Gobiesox strumosus,13
17378,Barataria Bay Spring 2006,BBS-2006-035,Gobiosoma bosc,1
17375,Barataria Bay Spring 2006,BBS-2006-035,Leiostomus xanthurus,1
17380,Barataria Bay Spring 2006,BBS-2006-036,Fundulus grandis,1
17381,Barataria Bay Spring 2006,BBS-2006-037,Lagodon rhomboides,1
17383,Barataria Bay Spring 2006,BBS-2006-038,Anchoa mitchilli,1
17382,Barataria Bay Spring 2006,BBS-2006-038,Gobiidae,1
17384,Barataria Bay Spring 2006,BBS-2006-039,Menidia beryllina,6
17385,Barataria Bay Spring 2006,BBS-2006-040,Lagodon rhomboides,1
18232,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-01,Bairdiella chrysoura,4
18230,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-01,Ctenogobius boleosoma,16
18231,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-01,Sciaenops ocellatus,1
18229,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-01,Symphurus plagiusa,1
18234,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-01,Syngnathus louisianae,1
18236,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-02,Ctenogobius boleosoma,2
18238,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-03,Ctenogobius boleosoma,3
18237,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-03,Gobiosoma bosc,1
18239,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-04,Ctenogobius boleosoma,8
18240,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-05,Citharichthys spilopterus,1
18241,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-05,Ctenogobius boleosoma,3
18242,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-05,Cynoscion nebulosus,1
18243,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-06,Ctenogobius boleosoma,1
18246,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-07,Citharichthys spilopterus,1
18247,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-07,Ctenogobius boleosoma,1
18244,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-07,Gobiosoma bosc,1
18248,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-07,Sciaenidae,1
18245,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-07,Symphurus plagiusa,1
18124,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-08,No species collected,0
18249,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-09,Ctenogobius boleosoma,7
18250,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-09,Syngnathus scovelli,1
18125,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-10,No species collected,0
18251,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-11,Sciaenidae,1
18252,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-12,Ctenogobius boleosoma,2
18254,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-13,Ctenogobius boleosoma,12
18253,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-13,Gobiosoma bosc,2
18257,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-14,Anchoa mitchilli,13
18256,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-14,Ctenogobius boleosoma,10
18259,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-14,Cynoscion arenarius,1
18255,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-14,Gobiosoma bosc,3
18258,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-14,Stellifer lanceolatus,1
18260,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-15,Ctenogobius boleosoma,2
18262,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-16,Ctenogobius boleosoma,7
18264,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-16,Gobiidae,1
18261,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-16,Gobiosoma bosc,1
18263,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-16,Sciaenops ocellatus,1
18266,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-17,Ctenogobius boleosoma,3
18265,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-17,Micropogonias undulatus,2
18271,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Archosargus probatocephalus,1
18269,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Ctenogobius boleosoma,14
18270,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Cynoscion nebulosus,1
18267,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Gobiosoma bosc,3
18272,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Hypsoblennius ionthas,1
18268,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-18,Myrophis punctatus,1
18274,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-19,Ctenogobius boleosoma,8
18273,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-19,Gobiosoma bosc,1
18275,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-20,Ctenogobius boleosoma,2
18276,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Ctenogobius boleosoma,12
18277,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-21,Sciaenops ocellatus,1
18128,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-22,Ctenogobius boleosoma,3
18278,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-22,Menidia beryllina,1
18129,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-22,Sciaenops ocellatus,2
18130,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-23,Ctenogobius boleosoma,4
18131,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-24,Ctenogobius boleosoma,10
18133,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Ctenogobius boleosoma,1
18132,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-25,Gobiosoma bosc,1
18135,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-26,Ctenogobius boleosoma,7
18134,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-26,Gobiosoma bosc,3
18136,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-26,Lutjanus griseus,1
18137,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-27,Ctenogobius boleosoma,2
18140,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-28,Ctenogobius boleosoma,2
18141,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-28,Cynoscion arenarius,1
18138,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-28,Gobiosoma bosc,2
18143,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-28,Gobiosoma sp.,1
18142,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-28,Sciaenidae,2
18139,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-28,Symphurus plagiusa,1
18144,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-29,Ctenogobius boleosoma,1
18145,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-30,Ctenogobius boleosoma,5
18126,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-31,No species collected,0
18146,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-32,Myrophis punctatus,1
18147,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-32,Unidentified fish (juvenile/adult),1
18149,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-33,Ctenogobius boleosoma,2
18150,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-33,Sciaenops ocellatus,1
18148,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-33,Symphurus plagiusa,1
18151,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-34,Citharichthys spilopterus,1
18153,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-34,Gobiidae,1
18152,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-34,Microgobius gulosus,2
18156,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-35,Ctenogobius boleosoma,3
18159,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-35,Erotelis smaragdus,1
18157,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-35,Gobionellus oceanicus,3
18158,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-35,Gunterichthys longipenis,1
18155,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-35,Myrophis punctatus,2
18154,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-35,Symphurus plagiusa,1
18161,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-36,Bairdiella chrysoura,1
18160,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-36,Ctenogobius boleosoma,1
18162,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-37,Ctenogobius boleosoma,4
18164,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-37,Erotelis smaragdus,2
18163,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-37,Microgobius gulosus,3
18166,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-38,Citharichthys spilopterus,1
18167,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-38,Ctenogobius boleosoma,1
18165,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-38,Microgobius thalassinus,1
18169,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-39,Erotelis smaragdus,1
18168,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-39,Microgobius gulosus,3
18170,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-40,Citharichthys spilopterus,1
18171,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-40,Ctenogobius boleosoma,3
18172,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-40,Gobionellus oceanicus,1
18175,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-41,Anchoa mitchilli,11
18176,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-41,Ariopsis felis,1
18173,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-41,Gobiosoma bosc,1
18174,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-41,Symphurus plagiusa,1
18178,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-42,Gobionellus oceanicus,1
18177,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-42,Ophichthus gomesi,1
18182,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-43,Ariopsis felis,1
18180,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-43,Citharichthys spilopterus,1
18181,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-43,Ctenogobius boleosoma,2
18179,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-43,Symphurus plagiusa,1
18184,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-44,Citharichthys spilopterus,1
18185,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-44,Ctenogobius boleosoma,1
18186,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-44,Gobionellus oceanicus,1
18183,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-44,Micropogonias undulatus,1
18187,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-45,Cynoscion arenarius,1
18188,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-46,Ctenogobius boleosoma,1
18189,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-47,Ctenogobius boleosoma,3
18190,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-47,Sciaenidae,1
18127,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-48,No species collected,0
18226,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-49,No species collected,0
18196,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-50,Gerreidae,1
18195,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-50,Gobionellus oceanicus,1
18191,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-50,Gobiosoma bosc,1
18192,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-50,Micropogonias undulatus,4
18194,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-50,Myrophis punctatus,1
18193,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-50,Symphurus plagiusa,1
18198,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-51,Ctenogobius boleosoma,3
18199,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-51,Gobiidae,2
18197,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-51,Micropogonias undulatus,2
18227,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-52,No species collected,0
18201,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-53,Ctenogobius boleosoma,5
18202,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-53,Gobionellus oceanicus,3
18200,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-53,Microgobius thalassinus,1
18203,Barataria Bay Post-Katrina Fall 2005,KATBF-2005-54,Symphurus plagiusa,1
