"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
891733394,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","http://www.inaturalist.org/observations/381203","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Maryland","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",38.733732,-76.243744,4633,NA,NA,NA,NA,NA,"2013-08-21T12:52:41",21,8,2013,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","381203",NA,"fm5050",2013-08-29 01:28:22,"CC_BY_NC_4_0","fm5050","fm5050",NA,NA,2025-06-07 02:30:43.446,"","CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5154398642,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/279780080","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",27.907218,-82.819656,112,NA,NA,NA,NA,NA,"2025-05-09T16:03:36",9,5,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","279780080",NA,"sisor",2025-05-09 20:11:38,"CC_BY_NC_4_0","Wayne Collins","Wayne Collins",NA,NA,2025-06-07 02:11:57.052,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5153761898,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/280542494","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Louisiana","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.044033,-90.086634,4993,NA,NA,NA,NA,NA,"2025-04-28T10:34:48",28,4,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","280542494",NA,"hoss52",2025-05-12 15:09:55,"CC_BY_NC_4_0","hoss52","hoss52",NA,NA,2025-06-07 01:57:47.336,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5153600442,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/276784546","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Maryland","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",38.444948,-76.453277,77,NA,NA,NA,NA,NA,"2025-04-27T16:16:06",27,4,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","276784546",NA,"Karyn Molines Ccnrd",2025-04-29 22:20:23,"CC_BY_4_0","Karyn Molines Ccnrd","Karyn Molines Ccnrd",NA,NA,2025-06-07 01:09:51.895,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5153222984,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/280235078","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",27.098352,-82.33424,21,NA,NA,NA,NA,NA,"2025-05-11T10:29:45",11,5,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","280235078",NA,"zachs",2025-05-11 17:16:54,"CC_BY_NC_4_0","Greg Imhof","Greg Imhof",NA,NA,2025-06-07 01:43:52.182,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5153181359,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/278528988","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",29.837224,-82.703774,8,NA,NA,NA,NA,NA,"2025-05-01T16:06",1,5,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","278528988",NA,"alexparry",2025-05-04 20:30:20,"CC_BY_NC_4_0","alexparry","alexparry",NA,NA,2025-06-07 02:08:39.966,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5140691013,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/275300584","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Maryland","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",38.444847,-76.452705,4,NA,NA,NA,NA,NA,"2025-04-27T15:42:31",27,4,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","275300584",NA,"willet63",2025-04-28 02:47:13,"CC_BY_NC_4_0","willet63","willet63",NA,NA,2025-06-07 00:41:51.51,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5140450732,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/273582379","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",27.511954,-82.363787,106,NA,NA,NA,NA,NA,"2025-04-25T16:14:29",25,4,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","273582379",NA,"Squidpastry",2025-04-27 01:50:05,"CC_BY_NC_4_0","lefua","lefua",NA,NA,2025-06-07 03:16:12.866,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5140388052,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/273608824","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",27.51179,-82.363623,87,NA,NA,NA,NA,NA,"2025-04-25T16:21:58",25,4,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","273608824",NA,"Squidpastry",2025-04-27 01:48:40,"CC_BY_NC_4_0","lefua","lefua",NA,NA,2025-06-07 03:01:48.487,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5140362754,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/273581996","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",27.511979,-82.363721,57,NA,NA,NA,NA,NA,"2025-04-25T16:01:54",25,4,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","273581996",NA,"Squidpastry",2025-04-27 01:50:14,"CC_BY_NC_4_0","lefua","lefua",NA,NA,2025-06-07 00:20:10.436,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5140287211,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/273434677","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",27.512106,-82.363891,15,NA,NA,NA,NA,NA,"2025-04-25T15:52:01",25,4,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","273434677",NA,"Squidpastry",2025-04-27 01:48:50,"CC_BY_NC_4_0","lefua","lefua",NA,NA,2025-06-07 02:17:54.219,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5134685806,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/269471212","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Alabama","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.246042,-88.018928,7,NA,NA,NA,NA,NA,"2025-04-05T14:11:08",5,4,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","269471212",NA,"kaitlynrotton",2025-04-09 16:07:14,"CC_BY_NC_4_0","kaitlynrotton","kaitlynrotton",NA,NA,2025-06-07 02:08:25.559,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5134410237,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/269394304","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Virginia","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",37.409258,-76.703187,NA,NA,NA,NA,NA,NA,"2025-03-12T16:37:43",12,3,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","269394304",NA,"mycomook",2025-04-09 03:02:10,"CC_BY_NC_4_0","mycomook","mycomook",NA,NA,2025-06-07 00:04:44.75,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5134222347,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/271309163","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",25.902703,-81.26217,20,NA,NA,NA,NA,NA,"2025-04-18T13:19:47",18,4,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","271309163",NA,"Kenneth",2025-04-18 22:50:23,"CC_BY_NC_4_0","plawrynpx","plawrynpx",NA,NA,2025-06-07 02:50:03.649,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5134067200,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/268567201","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",29.588055,-82.935788,9,NA,NA,NA,NA,NA,"2025-03-12T13:26:57",12,3,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","268567201",NA,"goddesskekeexgoddessfreya",2025-04-04 16:05:29,"CC_BY_NC_4_0","goddesskekeexgoddessfreya","goddesskekeexgoddessfreya",NA,NA,2025-06-07 01:05:03.026,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5108535394,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/267813357","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",27.380024,-81.784168,NA,NA,NA,NA,NA,NA,"2025-03-30T14:31:48",30,3,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","267813357",NA,"Perry everett",2025-03-30 23:45:33,"CC_BY_NC_4_0","Perry everett","Perry everett",NA,NA,2025-06-07 01:45:10.745,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5087945114,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/265069316","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",29.587903,-82.935755,9,NA,NA,NA,NA,NA,"2025-03-06T10:30:09",6,3,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","265069316",NA,"goddesskekeexgoddessfreya",2025-03-12 17:27:05,"CC_BY_NC_4_0","goddesskekeexgoddessfreya","goddesskekeexgoddessfreya",NA,NA,2025-06-07 00:19:17.227,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5087924775,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/264976157","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",26.049542,-81.701472,9,NA,NA,NA,NA,NA,"2025-03-11T09:50:30",11,3,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","264976157",NA,"plawrynpx",2025-03-11 21:28:34,"CC_BY_NC_4_0","plawrynpx","plawrynpx",NA,NA,2025-06-07 01:03:15.341,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5087559317,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/263882263","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Alabama","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.340957,-87.46947,4944,NA,NA,NA,NA,NA,"2022-08-11T16:50:06",11,8,2022,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","263882263",NA,"Max Olejniczak",2025-03-04 16:44:30,"CC_BY_NC_4_0","jolietjack","jolietjack",NA,NA,2025-06-07 00:36:57.136,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
5087250568,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/262770817","Animalia","Chordata",NA,"Pleuronectiformes","Achiridae","Trinectes","Trinectes maculatus",NA,"SPECIES","Trinectes maculatus (Bloch & Schneider, 1801)","Trinectes maculatus","","US","","Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",29.253238,-82.724725,3,NA,NA,NA,NA,NA,"2025-02-22T12:19:31",22,2,2025,2408252,2408252,"HUMAN_OBSERVATION","iNaturalist","Observations","262770817",NA,"trouted",2025-02-25 01:44:19,"CC_BY_NC_4_0","jennniferzheng","jennniferzheng",NA,NA,2025-06-07 02:51:58.703,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
