"gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
4950291296,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/242402594","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.310227,-87.403455,2,NA,NA,NA,NA,NA,"2024-09-07T14:53",7,9,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",242402594,NA,"Ryan Grow",2024-09-18 01:59:32,"CC_BY_NC_4_0","Ryan Grow","Ryan Grow",NA,NA,2025-06-07 02:04:20.528,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4946299123,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/206704937","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",28.908557,-82.628762,NA,NA,NA,NA,NA,NA,"2024-04-10T17:59:23",10,4,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",206704937,NA,"Scott Loarie",2024-06-21 21:48:55,"CC_BY_NC_4_0","John A Kilmer","John A Kilmer",NA,NA,2025-06-07 01:57:04.766,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4946166898,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/240392137","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"New Jersey","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",39.059042,-74.773135,20,NA,NA,NA,NA,NA,"2024-08-23T13:21",23,8,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",240392137,NA,"sagecrab",2024-09-07 20:18:27,"CC_BY_NC_4_0","Brenna Farrell","Brenna Farrell",NA,NA,2025-06-07 01:04:15.097,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4936931156,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/236564750","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Massachusetts","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",41.88297,-70.003079,4,NA,NA,NA,NA,NA,"2024-08-18T14:28:22",18,8,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",236564750,NA,"John Shamgochian",2024-08-18 18:40:05,"CC_BY_NC_4_0","John Shamgochian","John Shamgochian",NA,NA,2025-06-07 00:17:45.185,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4936640217,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/224523119","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"New York","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",40.964417,-73.145828,9,NA,NA,NA,NA,NA,"2024-06-22T19:27:36",22,6,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",224523119,NA,"David LaMagna",2024-06-23 00:10:06,"CC_BY_4_0","David LaMagna","David LaMagna",NA,NA,2025-06-07 01:52:10.317,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4923577344,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/233871068","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Delaware","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",38.944655,-75.319022,86,NA,NA,NA,NA,NA,"2024-08-04T14:03:51",4,8,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",233871068,NA,"Chris Henry",2024-08-05 03:29:35,"CC_BY_NC_4_0","Chris Henry","Chris Henry",NA,NA,2025-06-07 00:19:00.746,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4919368936,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/231646036","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Alabama","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.251788,-88.08265,NA,NA,NA,NA,NA,NA,"2024-07-23T17:47:26",23,7,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",231646036,NA,"pauljgier",2024-07-25 16:33:49,"CC_BY_NC_4_0","pauljgier","pauljgier",NA,NA,2025-06-07 01:23:00.404,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4903772516,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/226684205","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Alabama","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.25757,-88.123735,NA,NA,NA,NA,NA,NA,"2024-06-26T05:58:21",26,6,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",226684205,NA,"pauljgier",2024-07-02 14:27:13,"CC_BY_NC_4_0","pauljgier","pauljgier",NA,NA,2025-06-07 01:52:06.399,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4901979144,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/205680192","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Alabama","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.25433,-88.100333,9,NA,NA,NA,NA,NA,"2024-04-06T10:33:58",6,4,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",205680192,NA,"John M. Faggard",2024-04-06 15:34:53,"CC_BY_NC_4_0","John M. Faggard","John M. Faggard",NA,NA,2025-06-07 02:11:10.335,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4901957289,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/209786177","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Delaware","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",38.789587,-75.1678,4,NA,NA,NA,NA,NA,"2024-04-26T15:38:22",26,4,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",209786177,NA,"Nick Spigler",2024-04-26 20:53:31,"CC_BY_NC_4_0","Nick Spigler","Nick Spigler",NA,NA,2025-06-07 01:49:24.53,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4901947033,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/170947064","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Texas","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",29.228044,-94.935198,1416,NA,NA,NA,NA,NA,"2023-06-05T08:44:40",5,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",170947064,NA,"Gregory L. Hall",2023-07-15 12:53:05,"CC_BY_NC_4_0","penguin_122","penguin_122",NA,NA,2025-06-07 00:51:06.951,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4901919807,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/205713110","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Alabama","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.254308,-88.100333,4,NA,NA,NA,NA,NA,"2024-04-06T10:35:19",6,4,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",205713110,NA,"Howard Horne",2024-04-06 18:32:09,"CC_BY_NC_4_0","Howard Horne","Howard Horne",NA,NA,2025-06-07 01:55:35.835,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4901916294,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/220599459","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Texas","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",28.939513,-95.296662,7,NA,NA,NA,NA,NA,"2024-06-04T20:50:49",4,6,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",220599459,NA,"Scott Loarie",2024-06-05 05:59:52,"CC_BY_NC_4_0","ticonderoga-","ticonderoga-",NA,NA,2025-06-07 02:12:30.396,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4901911995,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/218798198","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"North Carolina","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",34.693181,-77.085328,3,NA,NA,NA,NA,NA,"2023-06-21T18:31",21,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",218798198,NA,"Austin Smith",2024-06-11 23:09:35,"CC_BY_NC_4_0","Jeff braswell","Jeff braswell",NA,NA,2025-06-07 00:14:52.437,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4901308607,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/222466044","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Florida","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",29.028144,-82.726463,164,NA,NA,NA,NA,NA,"2024-06-13T10:23",13,6,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",222466044,NA,"Chris Evers",2024-06-13 16:05:50,"CC_BY_NC_4_0","Chris Evers","Chris Evers",NA,NA,2025-06-07 01:34:59.974,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4901263930,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/204494887","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Texas","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",28.151733,-96.973633,5,NA,NA,NA,NA,NA,"2024-03-23T10:30:41",23,3,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",204494887,NA,"Sequoia Janirella Wrens",2024-05-28 04:53:04,"CC0_1_0","Sequoia Janirella Wrens","Sequoia Janirella Wrens",NA,NA,2025-06-07 00:00:10.317,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4900933876,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/224283746","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"New Jersey","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",40.751357,-74.092609,NA,NA,NA,NA,NA,NA,"2023-06-22T08:44:33",22,6,2023,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",224283746,NA,"Drew",2024-06-21 23:21:01,"CC_BY_NC_4_0","Drew","Drew",NA,NA,2025-06-07 00:00:43.627,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
4900914389,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","https://www.inaturalist.org/observations/205759542","Animalia","Arthropoda","Malacostraca","Decapoda","Sesarmidae","Sesarma","Sesarma reticulatum",NA,"SPECIES","Sesarma reticulatum (Say, 1817)","Sesarma reticulatum",NA,"US",NA,"Alabama","PRESENT",NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d",30.25433,-88.100306,NA,NA,NA,NA,NA,NA,"2024-04-06T10:35:04",6,4,2024,2225752,2225752,"HUMAN_OBSERVATION","iNaturalist","Observations",205759542,NA,"David",2024-04-06 22:37:58,"CC_BY_NC_4_0","David","David",NA,NA,2025-06-07 00:44:38.257,"StillImage","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED"
